CO2,datetime,temp_air,f_start,f_fluxid,f_end,atm_press
405.32324,2026-01-26T08:37:36Z,27.08,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
406.87491,2026-01-26T08:37:37Z,27.09,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
406.9541,2026-01-26T08:37:38Z,27.1,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
407.49789,2026-01-26T08:37:39Z,27.11,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
406.629,2026-01-26T08:37:40Z,27.12,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
406.60541,2026-01-26T08:37:41Z,27.13,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
406.30484,2026-01-26T08:37:42Z,27.14,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
407.55426,2026-01-26T08:37:43Z,27.15,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
410.01553,2026-01-26T08:37:44Z,27.17,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
409.70731,2026-01-26T08:37:45Z,27.18,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
411.17609,2026-01-26T08:37:46Z,27.19,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
414.59393,2026-01-26T08:37:47Z,27.21,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
414.44766,2026-01-26T08:37:48Z,27.22,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
416.733,2026-01-26T08:37:49Z,27.23,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
422.97595,2026-01-26T08:37:50Z,27.25,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
424.83334,2026-01-26T08:37:51Z,27.26,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
424.06561,2026-01-26T08:37:52Z,27.28,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
424.20856,2026-01-26T08:37:53Z,27.29,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
425.05515,2026-01-26T08:37:54Z,27.31,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
425.24802,2026-01-26T08:37:55Z,27.32,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
423.42896,2026-01-26T08:37:56Z,27.35,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
424.46445,2026-01-26T08:37:57Z,27.36,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
421.6821,2026-01-26T08:37:58Z,27.38,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
419.92764,2026-01-26T08:37:59Z,27.4,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
418.3606,2026-01-26T08:38:00Z,27.42,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
419.17758,2026-01-26T08:38:01Z,27.43,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
418.62515,2026-01-26T08:38:02Z,27.45,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
419.91806,2026-01-26T08:38:03Z,27.47,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
418.4595,2026-01-26T08:38:04Z,27.49,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
419.31595,2026-01-26T08:38:05Z,27.5,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
418.33502,2026-01-26T08:38:06Z,27.53,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
421.06622,2026-01-26T08:38:07Z,27.55,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
422.15576,2026-01-26T08:38:08Z,27.57,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
421.63309,2026-01-26T08:38:09Z,27.59,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
423.00659,2026-01-26T08:38:10Z,27.61,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
427.23218,2026-01-26T08:38:11Z,27.63,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
428.53244,2026-01-26T08:38:12Z,27.65,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
428.20563,2026-01-26T08:38:13Z,27.68,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
427.12207,2026-01-26T08:38:14Z,27.7,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
425.09579,2026-01-26T08:38:15Z,27.71,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
425.48212,2026-01-26T08:38:16Z,27.74,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
427.96109,2026-01-26T08:38:17Z,27.76,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
432.05511,2026-01-26T08:38:18Z,27.78,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
433.16373,2026-01-26T08:38:19Z,27.8,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
433.32346,2026-01-26T08:38:20Z,27.83,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
434.7377,2026-01-26T08:38:21Z,27.86,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
437.52963,2026-01-26T08:38:22Z,27.87,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
438.81741,2026-01-26T08:38:23Z,27.9,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
440.90344,2026-01-26T08:38:24Z,27.93,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
442.84439,2026-01-26T08:38:25Z,27.95,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
443.48691,2026-01-26T08:38:26Z,27.97,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
442.48569,2026-01-26T08:38:27Z,27.99,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
441.07458,2026-01-26T08:38:28Z,28.02,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
438.06781,2026-01-26T08:38:29Z,28.04,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
436.29547,2026-01-26T08:38:30Z,28.06,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
435.30746,2026-01-26T08:38:31Z,28.08,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
433.2999,2026-01-26T08:38:32Z,28.1,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
433.27908,2026-01-26T08:38:33Z,28.13,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
436.44794,2026-01-26T08:38:34Z,28.16,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
441.15924,2026-01-26T08:38:35Z,28.19,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
446.67963,2026-01-26T08:38:36Z,28.2,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
451.25385,2026-01-26T08:38:37Z,28.23,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
454.07864,2026-01-26T08:38:38Z,28.25,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
450.24271,2026-01-26T08:38:39Z,28.27,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
446.88437,2026-01-26T08:38:40Z,28.29,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
445.14725,2026-01-26T08:38:41Z,28.32,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
448.03027,2026-01-26T08:38:42Z,28.35,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
447.82227,2026-01-26T08:38:43Z,28.37,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
446.83218,2026-01-26T08:38:44Z,28.39,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
446.89554,2026-01-26T08:38:45Z,28.42,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
447.61649,2026-01-26T08:38:46Z,28.44,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
448.68039,2026-01-26T08:38:47Z,28.46,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
452.01843,2026-01-26T08:38:48Z,28.49,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
452.45987,2026-01-26T08:38:49Z,28.51,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
455.76273,2026-01-26T08:38:50Z,28.53,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
455.9032,2026-01-26T08:38:51Z,28.56,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
453.3631,2026-01-26T08:38:52Z,28.58,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
454.00449,2026-01-26T08:38:53Z,28.6,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
452.45477,2026-01-26T08:38:54Z,28.63,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
453.1713,2026-01-26T08:38:55Z,28.65,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
450.57236,2026-01-26T08:38:56Z,28.67,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
452.29013,2026-01-26T08:38:57Z,28.69,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
451.3053,2026-01-26T08:38:58Z,28.72,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
450.02579,2026-01-26T08:38:59Z,28.74,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
450.98523,2026-01-26T08:39:00Z,28.76,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
451.87216,2026-01-26T08:39:01Z,28.78,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
449.98212,2026-01-26T08:39:02Z,28.8,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
448.10605,2026-01-26T08:39:03Z,28.82,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
449.64136,2026-01-26T08:39:04Z,28.83,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
451.45441,2026-01-26T08:39:05Z,28.85,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
451.9866,2026-01-26T08:39:06Z,28.87,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
451.49118,2026-01-26T08:39:07Z,28.9,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
447.88196,2026-01-26T08:39:08Z,28.92,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
447.37979,2026-01-26T08:39:09Z,28.94,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
448.87466,2026-01-26T08:39:10Z,28.95,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
450.44366,2026-01-26T08:39:11Z,28.97,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
451.33319,2026-01-26T08:39:12Z,28.99,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
449.31409,2026-01-26T08:39:13Z,29.01,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
447.87378,2026-01-26T08:39:14Z,29.02,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
446.7431,2026-01-26T08:39:15Z,29.04,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
444.65637,2026-01-26T08:39:16Z,29.06,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
444.16345,2026-01-26T08:39:17Z,29.08,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
442.99884,2026-01-26T08:39:18Z,29.1,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
443.95416,2026-01-26T08:39:19Z,29.12,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
445.59509,2026-01-26T08:39:20Z,29.14,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
445.38947,2026-01-26T08:39:21Z,29.16,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
446.14081,2026-01-26T08:39:22Z,29.18,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
445.47375,2026-01-26T08:39:23Z,29.19,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
446.7211,2026-01-26T08:39:24Z,29.22,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
452.10345,2026-01-26T08:39:25Z,29.23,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
452.63724,2026-01-26T08:39:26Z,29.26,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
452.52365,2026-01-26T08:39:27Z,29.28,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
453.07178,2026-01-26T08:39:28Z,29.29,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
452.8295,2026-01-26T08:39:29Z,29.31,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
453.79077,2026-01-26T08:39:30Z,29.33,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
452.73077,2026-01-26T08:39:31Z,29.36,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
450.98892,2026-01-26T08:39:32Z,29.38,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
451.04315,2026-01-26T08:39:33Z,29.39,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
450.08636,2026-01-26T08:39:34Z,29.41,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
449.46088,2026-01-26T08:39:35Z,29.43,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
448.46783,2026-01-26T08:39:36Z,29.45,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
446.8472,2026-01-26T08:39:37Z,29.46,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
447.73163,2026-01-26T08:39:38Z,29.48,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
445.37512,2026-01-26T08:39:39Z,29.5,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
444.81244,2026-01-26T08:39:40Z,29.52,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
444.02997,2026-01-26T08:39:41Z,29.53,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
444.65228,2026-01-26T08:39:42Z,29.55,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
444.22906,2026-01-26T08:39:43Z,29.58,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
444.11295,2026-01-26T08:39:44Z,29.59,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
445.177,2026-01-26T08:39:45Z,29.61,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
446.43436,2026-01-26T08:39:46Z,29.62,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
446.61703,2026-01-26T08:39:47Z,29.64,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
445.92258,2026-01-26T08:39:48Z,29.66,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
444.29248,2026-01-26T08:39:49Z,29.67,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
442.74103,2026-01-26T08:39:50Z,29.69,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
442.60611,2026-01-26T08:39:51Z,29.7,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
443.29877,2026-01-26T08:39:52Z,29.72,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
442.92108,2026-01-26T08:39:53Z,29.73,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
441.12796,2026-01-26T08:39:54Z,29.75,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
438.59824,2026-01-26T08:39:55Z,29.77,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
438.19177,2026-01-26T08:39:56Z,29.79,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
439.84897,2026-01-26T08:39:57Z,29.79,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
439.32501,2026-01-26T08:39:58Z,29.82,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
437.35751,2026-01-26T08:39:59Z,29.82,2026-01-26T08:37:00Z,270,2026-01-26T08:40:00Z,0.99094
384.18631,2026-01-29T09:30:20Z,24.14,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
384.19949,2026-01-29T09:30:21Z,24.17,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
383.17404,2026-01-29T09:30:22Z,24.2,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
382.26404,2026-01-29T09:30:23Z,24.24,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
380.0835,2026-01-29T09:30:24Z,24.28,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
378.68005,2026-01-29T09:30:25Z,24.32,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
379.47745,2026-01-29T09:30:26Z,24.36,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
378.23645,2026-01-29T09:30:27Z,24.4,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
379.44745,2026-01-29T09:30:28Z,24.45,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
378.82089,2026-01-29T09:30:29Z,24.49,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
378.77728,2026-01-29T09:30:30Z,24.53,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
378.46304,2026-01-29T09:30:31Z,24.58,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
380.05756,2026-01-29T09:30:32Z,24.62,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
379.46964,2026-01-29T09:30:33Z,24.67,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
378.08707,2026-01-29T09:30:34Z,24.71,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
378.49332,2026-01-29T09:30:35Z,24.76,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
377.93259,2026-01-29T09:30:36Z,24.81,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
377.95035,2026-01-29T09:30:37Z,24.85,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
378.32376,2026-01-29T09:30:38Z,24.89,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
377.44461,2026-01-29T09:30:39Z,24.93,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
377.62183,2026-01-29T09:30:40Z,24.97,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
377.35562,2026-01-29T09:30:41Z,25.02,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
376.95123,2026-01-29T09:30:42Z,25.07,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
376.81537,2026-01-29T09:30:43Z,25.11,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
375.88568,2026-01-29T09:30:44Z,25.15,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
375.15805,2026-01-29T09:30:45Z,25.2,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
375.70541,2026-01-29T09:30:46Z,25.25,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
375.46231,2026-01-29T09:30:47Z,25.29,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
373.74237,2026-01-29T09:30:48Z,25.34,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
373.35287,2026-01-29T09:30:49Z,25.38,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
374.66672,2026-01-29T09:30:50Z,25.42,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
374.89752,2026-01-29T09:30:51Z,25.46,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
373.89975,2026-01-29T09:30:52Z,25.51,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
372.59323,2026-01-29T09:30:53Z,25.55,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
373.31198,2026-01-29T09:30:54Z,25.59,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
371.81708,2026-01-29T09:30:55Z,25.63,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
371.60071,2026-01-29T09:30:56Z,25.67,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
370.49756,2026-01-29T09:30:57Z,25.7,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
369.6785,2026-01-29T09:30:58Z,25.75,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
370.29813,2026-01-29T09:30:59Z,25.78,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
370.03442,2026-01-29T09:31:00Z,25.82,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
371.3143,2026-01-29T09:31:01Z,25.85,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
370.50262,2026-01-29T09:31:02Z,25.89,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
370.36209,2026-01-29T09:31:03Z,25.93,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
370.28284,2026-01-29T09:31:04Z,25.96,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
