CO2,datetime,temp_air,f_start,f_fluxid,f_end,atm_press
370.94391,2026-01-29T09:31:05Z,26,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
371.16876,2026-01-29T09:31:06Z,26.03,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
371.11395,2026-01-29T09:31:07Z,26.07,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
371.30917,2026-01-29T09:31:08Z,26.11,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
372.07022,2026-01-29T09:31:09Z,26.14,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
371.79242,2026-01-29T09:31:10Z,26.17,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
373.19855,2026-01-29T09:31:11Z,26.2,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
373.20663,2026-01-29T09:31:12Z,26.24,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
375.31149,2026-01-29T09:31:13Z,26.28,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
373.69119,2026-01-29T09:31:14Z,26.31,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
373.64841,2026-01-29T09:31:15Z,26.35,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
372.88141,2026-01-29T09:31:16Z,26.38,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
371.58502,2026-01-29T09:31:17Z,26.41,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
371.08701,2026-01-29T09:31:18Z,26.45,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
372.16046,2026-01-29T09:31:19Z,26.48,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
371.24496,2026-01-29T09:31:20Z,26.51,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
369.07578,2026-01-29T09:31:21Z,26.54,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
369.92975,2026-01-29T09:31:22Z,26.58,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
369.68863,2026-01-29T09:31:23Z,26.61,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
368.68939,2026-01-29T09:31:24Z,26.64,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
368.42749,2026-01-29T09:31:25Z,26.67,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
368.37497,2026-01-29T09:31:26Z,26.69,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
368.25189,2026-01-29T09:31:27Z,26.73,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
366.93765,2026-01-29T09:31:28Z,26.75,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
366.46432,2026-01-29T09:31:29Z,26.78,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
367.55872,2026-01-29T09:31:30Z,26.81,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
367.1875,2026-01-29T09:31:31Z,26.84,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
367.06918,2026-01-29T09:31:32Z,26.87,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
366.82935,2026-01-29T09:31:33Z,26.9,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
367.65643,2026-01-29T09:31:34Z,26.93,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
367.33319,2026-01-29T09:31:35Z,26.97,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
366.8671,2026-01-29T09:31:36Z,27,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
366.52014,2026-01-29T09:31:37Z,27.02,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
366.43365,2026-01-29T09:31:38Z,27.05,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
365.81882,2026-01-29T09:31:39Z,27.07,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
366.53003,2026-01-29T09:31:40Z,27.11,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
365.2616,2026-01-29T09:31:41Z,27.14,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
365.02786,2026-01-29T09:31:42Z,27.16,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
363.47467,2026-01-29T09:31:43Z,27.19,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
364.16406,2026-01-29T09:31:44Z,27.22,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
362.32986,2026-01-29T09:31:45Z,27.25,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
362.25397,2026-01-29T09:31:46Z,27.28,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
360.47757,2026-01-29T09:31:47Z,27.3,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
359.75748,2026-01-29T09:31:48Z,27.31,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
359.45502,2026-01-29T09:31:49Z,27.33,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
361.26077,2026-01-29T09:31:50Z,27.34,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
361.84372,2026-01-29T09:31:51Z,27.35,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
362.20801,2026-01-29T09:31:52Z,27.37,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
361.1022,2026-01-29T09:31:53Z,27.38,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
359.81961,2026-01-29T09:31:54Z,27.39,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
361.29858,2026-01-29T09:31:55Z,27.42,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
359.82401,2026-01-29T09:31:56Z,27.44,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
360.48181,2026-01-29T09:31:57Z,27.46,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
360.10846,2026-01-29T09:31:58Z,27.48,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
359.9516,2026-01-29T09:31:59Z,27.51,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
361.25308,2026-01-29T09:32:00Z,27.53,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
361.33862,2026-01-29T09:32:01Z,27.56,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
362.00519,2026-01-29T09:32:02Z,27.58,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
362.5892,2026-01-29T09:32:03Z,27.61,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
361.30661,2026-01-29T09:32:04Z,27.64,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
361.01819,2026-01-29T09:32:05Z,27.67,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
360.29773,2026-01-29T09:32:06Z,27.7,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
360.32867,2026-01-29T09:32:07Z,27.73,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
360.35211,2026-01-29T09:32:08Z,27.76,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
358.76016,2026-01-29T09:32:09Z,27.78,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
358.09964,2026-01-29T09:32:10Z,27.8,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
356.21332,2026-01-29T09:32:11Z,27.82,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
356.03714,2026-01-29T09:32:12Z,27.84,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
354.95142,2026-01-29T09:32:13Z,27.86,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
354.37817,2026-01-29T09:32:14Z,27.85,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
353.0976,2026-01-29T09:32:15Z,27.87,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
352.72626,2026-01-29T09:32:16Z,27.87,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
353.16431,2026-01-29T09:32:17Z,27.88,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
353.47702,2026-01-29T09:32:18Z,27.89,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
353.66415,2026-01-29T09:32:19Z,27.9,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
352.37219,2026-01-29T09:32:20Z,27.92,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
351.55875,2026-01-29T09:32:21Z,27.94,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
350.17218,2026-01-29T09:32:22Z,27.96,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
348.43994,2026-01-29T09:32:23Z,28,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
347.75446,2026-01-29T09:32:24Z,28.02,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
348.29953,2026-01-29T09:32:25Z,28.04,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
348.42905,2026-01-29T09:32:26Z,28.06,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
346.21359,2026-01-29T09:32:27Z,28.08,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
345.5148,2026-01-29T09:32:28Z,28.1,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
346.54343,2026-01-29T09:32:29Z,28.12,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
347.46118,2026-01-29T09:32:30Z,28.12,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
349.26398,2026-01-29T09:32:31Z,28.14,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
350.61981,2026-01-29T09:32:32Z,28.14,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
351.78198,2026-01-29T09:32:33Z,28.14,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
351.79236,2026-01-29T09:32:34Z,28.14,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
351.0033,2026-01-29T09:32:35Z,28.14,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
349.81705,2026-01-29T09:32:36Z,28.15,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
350.32788,2026-01-29T09:32:37Z,28.14,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
349.75842,2026-01-29T09:32:38Z,28.14,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
348.78851,2026-01-29T09:32:39Z,28.15,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
348.02676,2026-01-29T09:32:40Z,28.15,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
348.36444,2026-01-29T09:32:41Z,28.16,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
348.20206,2026-01-29T09:32:42Z,28.17,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
348.22424,2026-01-29T09:32:43Z,28.19,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
348.04724,2026-01-29T09:32:44Z,28.2,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
349.57532,2026-01-29T09:32:45Z,28.21,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
351.00961,2026-01-29T09:32:46Z,28.22,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
352.61627,2026-01-29T09:32:47Z,28.22,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
353.05585,2026-01-29T09:32:48Z,28.23,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
354.21671,2026-01-29T09:32:49Z,28.23,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
354.92651,2026-01-29T09:32:50Z,28.23,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
355.25827,2026-01-29T09:32:51Z,28.24,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
355.61627,2026-01-29T09:32:52Z,28.24,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
355.63013,2026-01-29T09:32:53Z,28.25,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
356.82355,2026-01-29T09:32:54Z,28.26,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
356.31082,2026-01-29T09:32:55Z,28.27,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
355.62289,2026-01-29T09:32:56Z,28.28,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
355.72302,2026-01-29T09:32:57Z,28.29,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
355.17703,2026-01-29T09:32:58Z,28.31,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
354.71994,2026-01-29T09:32:59Z,28.33,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
354.17554,2026-01-29T09:33:00Z,28.35,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
354.64032,2026-01-29T09:33:01Z,28.37,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
354.39908,2026-01-29T09:33:02Z,28.39,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
355.01904,2026-01-29T09:33:03Z,28.41,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
353.61505,2026-01-29T09:33:04Z,28.43,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
353.45316,2026-01-29T09:33:05Z,28.45,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
353.79584,2026-01-29T09:33:06Z,28.46,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
352.703,2026-01-29T09:33:07Z,28.47,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
352.29556,2026-01-29T09:33:08Z,28.49,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
352.38855,2026-01-29T09:33:09Z,28.5,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
351.23438,2026-01-29T09:33:10Z,28.51,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
352.70926,2026-01-29T09:33:11Z,28.52,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
352.95493,2026-01-29T09:33:12Z,28.52,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
351.92651,2026-01-29T09:33:13Z,28.53,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
353.20972,2026-01-29T09:33:14Z,28.53,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
353.66742,2026-01-29T09:33:15Z,28.54,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
354.22409,2026-01-29T09:33:16Z,28.55,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
353.30792,2026-01-29T09:33:17Z,28.57,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
352.60638,2026-01-29T09:33:18Z,28.57,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
353.09064,2026-01-29T09:33:19Z,28.58,2026-01-29T09:30:20Z,427,2026-01-29T09:33:20Z,0.9896313157894737
404.42188,2026-01-29T10:10:10Z,18.49,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
402.80835,2026-01-29T10:10:11Z,18.48,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
403.07672,2026-01-29T10:10:12Z,18.47,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
401.19601,2026-01-29T10:10:13Z,18.46,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
401.35117,2026-01-29T10:10:14Z,18.45,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
401.31403,2026-01-29T10:10:15Z,18.44,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.77271,2026-01-29T10:10:16Z,18.44,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.96143,2026-01-29T10:10:17Z,18.42,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.90109,2026-01-29T10:10:18Z,18.41,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
399.92136,2026-01-29T10:10:19Z,18.42,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
399.86792,2026-01-29T10:10:20Z,18.41,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
399.8782,2026-01-29T10:10:21Z,18.4,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
401.14191,2026-01-29T10:10:22Z,18.4,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.93018,2026-01-29T10:10:23Z,18.39,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.87,2026-01-29T10:10:24Z,18.39,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.448,2026-01-29T10:10:25Z,18.39,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.81732,2026-01-29T10:10:26Z,18.39,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.96875,2026-01-29T10:10:27Z,18.39,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
401.13937,2026-01-29T10:10:28Z,18.39,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.95782,2026-01-29T10:10:29Z,18.39,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.65643,2026-01-29T10:10:30Z,18.4,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.88852,2026-01-29T10:10:31Z,18.4,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.94681,2026-01-29T10:10:32Z,18.4,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
401.44147,2026-01-29T10:10:33Z,18.4,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
401.22281,2026-01-29T10:10:34Z,18.4,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.9353,2026-01-29T10:10:35Z,18.4,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
400.93964,2026-01-29T10:10:36Z,18.41,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
402.41122,2026-01-29T10:10:37Z,18.41,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
402.41626,2026-01-29T10:10:38Z,18.41,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
403.0152,2026-01-29T10:10:39Z,18.42,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
402.49457,2026-01-29T10:10:40Z,18.42,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
402.74051,2026-01-29T10:10:41Z,18.43,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
402.57333,2026-01-29T10:10:42Z,18.43,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
402.59039,2026-01-29T10:10:43Z,18.43,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
401.88293,2026-01-29T10:10:44Z,18.44,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
402.65265,2026-01-29T10:10:45Z,18.44,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
403.39005,2026-01-29T10:10:46Z,18.45,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
404.4295,2026-01-29T10:10:47Z,18.45,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
404.46991,2026-01-29T10:10:48Z,18.46,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
404.40881,2026-01-29T10:10:49Z,18.47,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
404.75302,2026-01-29T10:10:50Z,18.48,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
404.74777,2026-01-29T10:10:51Z,18.49,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
404.35007,2026-01-29T10:10:52Z,18.49,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
404.56094,2026-01-29T10:10:53Z,18.5,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
406.40457,2026-01-29T10:10:54Z,18.51,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
405.4357,2026-01-29T10:10:55Z,18.51,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
404.96155,2026-01-29T10:10:56Z,18.52,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
405.22327,2026-01-29T10:10:57Z,18.53,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
404.98596,2026-01-29T10:10:58Z,18.54,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
404.33975,2026-01-29T10:10:59Z,18.54,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
405.67734,2026-01-29T10:11:00Z,18.56,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
405.49213,2026-01-29T10:11:01Z,18.57,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
405.4245,2026-01-29T10:11:02Z,18.57,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
407.41824,2026-01-29T10:11:03Z,18.58,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
407.70306,2026-01-29T10:11:04Z,18.58,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
407.71756,2026-01-29T10:11:05Z,18.6,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
407.05826,2026-01-29T10:11:06Z,18.61,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
407.39145,2026-01-29T10:11:07Z,18.62,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
407.61694,2026-01-29T10:11:08Z,18.62,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
408.23776,2026-01-29T10:11:09Z,18.63,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
409.45126,2026-01-29T10:11:10Z,18.64,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
410.59027,2026-01-29T10:11:11Z,18.65,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
411.04788,2026-01-29T10:11:12Z,18.66,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
409.70163,2026-01-29T10:11:13Z,18.67,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
411.03406,2026-01-29T10:11:14Z,18.67,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
409.29181,2026-01-29T10:11:15Z,18.69,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
409.54285,2026-01-29T10:11:16Z,18.7,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
410.04819,2026-01-29T10:11:17Z,18.7,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
410.45013,2026-01-29T10:11:18Z,18.71,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
409.58911,2026-01-29T10:11:19Z,18.73,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
409.93597,2026-01-29T10:11:20Z,18.73,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
410.07681,2026-01-29T10:11:21Z,18.74,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
409.24258,2026-01-29T10:11:22Z,18.76,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
408.82205,2026-01-29T10:11:23Z,18.76,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
410.36868,2026-01-29T10:11:24Z,18.77,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
411.3107,2026-01-29T10:11:25Z,18.78,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
409.90491,2026-01-29T10:11:26Z,18.79,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
410.17728,2026-01-29T10:11:27Z,18.8,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
409.91599,2026-01-29T10:11:28Z,18.81,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
409.41727,2026-01-29T10:11:29Z,18.82,2026-01-29T10:10:10Z,434,2026-01-29T10:13:10Z,0.9896313157894737
